pokedexNumber,pokemon,form,originRegionToCatchIn,originGamesToCatchIn,notes,spriteKey
745,Lycanroc,Midday,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,745
745,Lycanroc,Midnight,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10126
745,Lycanroc,Dusk,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10152
746,Wishiwashi,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,746
747,Mareanie,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,747
748,Toxapex,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,748
749,Mudbray,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,749
750,Mudsdale,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,750
751,Dewpider,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,751
752,Araquanid,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,752
753,Fomantis,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,753
754,Lurantis,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,754
755,Morelull,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,755
756,Shiinotic,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,756
757,Salandit,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,757
758,Salazzle,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,758
759,Stufful,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,759
760,Bewear,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,760
761,Bounsweet,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,761
762,Steenee,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,762
763,Tsareena,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,763
764,Comfey,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,764
765,Oranguru,,Alola,Moon/Ultra Moon,,765
766,Passimian,,Alola,Sun/Ultra Sun,,766
767,Wimpod,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,767
768,Golisopod,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,768
769,Sandygast,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,769
770,Palossand,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,770
771,Pyukumuku,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,771
772,Type: Null,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,772
773,Silvally,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,773
774,Minior,Red,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10136
774,Minior,Orange,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10137
774,Minior,Yellow,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10138
774,Minior,Green,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10139
774,Minior,Blue,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10140
774,Minior,Indigo,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10141
774,Minior,Violet,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10142
775,Komala,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,775
776,Turtonator,,Alola,Sun/Ultra Sun,,776
777,Togedemaru,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,777
778,Mimikyu,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,778
779,Bruxish,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,779
780,Drampa,,Alola,Moon/Ultra Moon,,780
781,Dhelmise,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,781
782,Jangmo-o,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,782
783,Hakamo-o,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,783
784,Kommo-o,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,784
785,Tapu Koko,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,785
786,Tapu Lele,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,786
787,Tapu Bulu,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,787
788,Tapu Fini,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,788
789,Cosmog,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,789
790,Cosmoem,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,790
791,Solgaleo,,Alola,Sun/Ultra Sun,,791
792,Lunala,,Alola,Moon/Ultra Moon,,792
793,Nihilego,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,793
794,Buzzwole,,Alola,Sun/Ultra Sun,,794
795,Pheromosa,,Alola,Moon/Ultra Moon,,795
796,Xurkitree,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,796
797,Celesteela,,Alola,Moon/Ultra Moon,,797
798,Kartana,,Alola,Sun/Ultra Sun,,798
799,Guzzlord,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,799
800,Necrozma,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,800
801,Magearna,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,801
801,Magearna,Original Color,Home,Home,,10147
802,Marshadow,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,802
803,Poipole,,Alola,Ultra Sun/Ultra Moon,,803
804,Naganadel,,Alola,Ultra Sun/Ultra Moon,,804
805,Stakataka,,Alola,Ultra Moon,,805
806,Blacephalon,,Alola,Ultra Sun,,806
807,Zeraora,,Alola,Ultra Sun,,807
808,Meltan,,Go,Go,,808
809,Melmetal,,Go,Go,,809
810,Grookey,,Galar,Sword/Shield,,810
811,Thwackey,,Galar,Sword/Shield,,811
812,Rillaboom,,Galar,Sword/Shield,,812
813,Scorbunny,,Galar,Sword/Shield,,813
814,Raboot,,Galar,Sword/Shield,,814
815,Cinderace,,Galar,Sword/Shield,,815
816,Sobble,,Galar,Sword/Shield,,816
817,Drizzile,,Galar,Sword/Shield,,817
818,Inteleon,,Galar,Sword/Shield,,818
819,Skwovet,,Galar,Sword/Shield,,819
820,Greedent,,Galar,Sword/Shield,,820
821,Rookidee,,Galar,Sword/Shield,,821
822,Corvisquire,,Galar,Sword/Shield,,822
823,Corviknight,,Galar,Sword/Shield,,823
824,Blipbug,,Galar,Sword/Shield,,824
825,Dottler,,Galar,Sword/Shield,,825
826,Orbeetle,,Galar,Sword/Shield,,826
827,Nickit,,Galar,Sword/Shield,,827
828,Thievul,,Galar,Sword/Shield,,828
829,Gossifleur,,Galar,Sword/Shield,,829
830,Eldegoss,,Galar,Sword/Shield,,830
831,Wooloo,,Galar,Sword/Shield,,831
832,Dubwool,,Galar,Sword/Shield,,832
833,Chewtle,,Galar,Sword/Shield,,833
834,Drednaw,,Galar,Sword/Shield,,834
835,Yamper,,Galar,Sword/Shield,,835
836,Boltund,,Galar,Sword/Shield,,836
837,Rolycoly,,Galar,Sword/Shield,,837
838,Carkol,,Galar,Sword/Shield,,838
839,Coalossal,,Galar,Sword/Shield,,839
840,Applin,,Galar,Sword/Shield,,840
841,Flapple,,Galar,Sword,,841
842,Appletun,,Galar,Shield,,842
843,Silicobra,,Galar,Sword/Shield,,843
844,Sandaconda,,Galar,Sword/Shield,,844
845,Cramorant,,Galar,Sword/Shield,,845
846,Arrokuda,,Galar,Sword/Shield,,846
847,Barraskewda,,Galar,Sword/Shield,,847
848,Toxel,,Galar,Sword/Shield,,848
849,Toxtricity,Amped,Galar,Sword/Shield,,849
849,Toxtricity,Low-key,Galar,Sword/Shield,,10184
850,Sizzlipede,,Galar,Sword/Shield,,850
851,Centiskorch,,Galar,Sword/Shield,,851
852,Clobbopus,,Galar,Sword/Shield,,852
853,Grapploct,,Galar,Sword/Shield,,853
854,Sinistea,Phony,Galar,Sword/Shield,,854
854,Sinistea,Antique,Galar,Sword/Shield,,854
855,Polteageist,Phony,Galar,Sword/Shield,,855
855,Polteageist,Antique,Galar,Sword/Shield,,855
856,Hatenna,,Galar,Sword/Shield,,856
857,Hattrem,,Galar,Sword/Shield,,857
858,Hatterene,,Galar,Sword/Shield,,858
859,Impidimp,,Galar,Sword/Shield,,859
860,Morgrem,,Galar,Sword/Shield,,860
861,Grimmsnarl,,Galar,Sword/Shield,,861
862,Obstagoon,,Galar,Sword/Shield,,862
863,Perrserker,,Galar,Sword/Shield,,863
864,Cursola,,Galar,Shield,,864
865,Sirfetch’d,,Galar,Sword,,865
866,Mr. Rime,,Galar,Sword/Shield,,866
867,Runerigus,,Galar,Sword/Shield,,867
868,Milcery,,Galar,Sword/Shield,,868
869,Alcremie,Vanilla Strawberry,Galar,Sword/Shield,,869-vanilla-cream-strawberry-sweet
869,Alcremie,Vanilla Berry,Galar,Sword/Shield,,869-vanilla-cream-berry-sweet
869,Alcremie,Vanilla Love,Galar,Sword/Shield,,869-vanilla-cream-love-sweet
869,Alcremie,Vanilla Flower,Galar,Sword/Shield,,869-vanilla-cream-flower-sweet
869,Alcremie,Vanilla Clover,Galar,Sword/Shield,,869-vanilla-cream-clover-sweet
869,Alcremie,Vanilla Star,Galar,Sword/Shield,,869-vanilla-cream-star-sweet
869,Alcremie,Vanilla Ribbon,Galar,Sword/Shield,,869-vanilla-cream-ribbon-sweet
869,Alcremie,Ruby Cream Strawberry,Galar,Sword/Shield,,869-ruby-cream-strawberry-sweet
869,Alcremie,Ruby Cream Berry,Galar,Sword/Shield,,869-ruby-cream-berry-sweet
869,Alcremie,Ruby Cream Love,Galar,Sword/Shield,,869-ruby-cream-love-sweet
869,Alcremie,Ruby Cream Flower,Galar,Sword/Shield,,869-ruby-cream-flower-sweet
869,Alcremie,Ruby Cream Clover,Galar,Sword/Shield,,869-ruby-cream-clover-sweet
869,Alcremie,Ruby Cream Star,Galar,Sword/Shield,,869-ruby-cream-star-sweet
869,Alcremie,Ruby Cream Ribbon,Galar,Sword/Shield,,869-ruby-cream-ribbon-sweet
869,Alcremie,Matcha Strawberyy,Galar,Sword/Shield,,869-matcha-cream-strawberry-sweet
869,Alcremie,Mactha Berry,Galar,Sword/Shield,,869-matcha-cream-berry-sweet
869,Alcremie,Matcha Love,Galar,Sword/Shield,,869-matcha-cream-love-sweet
869,Alcremie,Matcha Flower,Galar,Sword/Shield,,869-matcha-cream-flower-sweet
869,Alcremie,Matcha Clover,Galar,Sword/Shield,,869-matcha-cream-clover-sweet
869,Alcremie,Matcha Star,Galar,Sword/Shield,,869-matcha-cream-star-sweet
869,Alcremie,Matcha Ribbon,Galar,Sword/Shield,,869-matcha-cream-ribbon-sweet
869,Alcremie,Mint Strawberry,Galar,Sword/Shield,,869-mint-cream-strawberry-sweet
869,Alcremie,Mint Berry,Galar,Sword/Shield,,869-mint-cream-berry-sweet
869,Alcremie,Mint Love,Galar,Sword/Shield,,869-mint-cream-love-sweet
869,Alcremie,Mint Flower,Galar,Sword/Shield,,869-mint-cream-flower-sweet
869,Alcremie,Mint Clover,Galar,Sword/Shield,,869-mint-cream-clover-sweet
869,Alcremie,Mint Star,Galar,Sword/Shield,,869-mint-cream-star-sweet
869,Alcremie,Mint Ribbon,Galar,Sword/Shield,,869-mint-cream-ribbon-sweet
869,Alcremie,Lemon Strawberry,Galar,Sword/Shield,,869-lemon-cream-strawberry-sweet
869,Alcremie,Lemon Berry,Galar,Sword/Shield,,869-lemon-cream-berry-sweet
869,Alcremie,Lemon Love,Galar,Sword/Shield,,869-lemon-cream-love-sweet
869,Alcremie,Lemon Flower,Galar,Sword/Shield,,869-lemon-cream-flower-sweet
869,Alcremie,Lemon Clover,Galar,Sword/Shield,,869-lemon-cream-clover-sweet
869,Alcremie,Lemon Star,Galar,Sword/Shield,,869-lemon-cream-star-sweet
869,Alcremie,Lemon Ribbon,Galar,Sword/Shield,,869-lemon-cream-ribbon-sweet
869,Alcremie,Salted Strawberry,Galar,Sword/Shield,,869-salted-cream-strawberry-sweet
869,Alcremie,Salted Berry,Galar,Sword/Shield,,869-salted-cream-berry-sweet
869,Alcremie,Salted Love,Galar,Sword/Shield,,869-salted-cream-love-sweet
869,Alcremie,Salted Flower,Galar,Sword/Shield,,869-salted-cream-flower-sweet
869,Alcremie,Salted Clover,Galar,Sword/Shield,,869-salted-cream-clover-sweet
869,Alcremie,Salted Star,Galar,Sword/Shield,,869-salted-cream-star-sweet
869,Alcremie,Salted Ribbon,Galar,Sword/Shield,,869-salted-cream-ribbon-sweet
869,Alcremie,Ruby Swirl Strawberry,Galar,Sword/Shield,,869-ruby-swirl-strawberry-sweet
869,Alcremie,Ruby Swirl Berry,Galar,Sword/Shield,,869-ruby-swirl-berry-sweet
869,Alcremie,Ruby Swirl Love,Galar,Sword/Shield,,869-ruby-swirl-love-sweet
869,Alcremie,Ruby Swirl Flower,Galar,Sword/Shield,,869-ruby-swirl-flower-sweet
869,Alcremie,Ruby Swirl Clover,Galar,Sword/Shield,,869-ruby-swirl-clover-sweet
869,Alcremie,Ruby Swirl Star,Galar,Sword/Shield,,869-ruby-swirl-star-sweet
869,Alcremie,Ruby Swirl Ribbon,Galar,Sword/Shield,,869-ruby-swirl-ribbon-sweet
869,Alcremie,Caramel Strawberry,Galar,Sword/Shield,,869-caramel-swirl-strawberry-sweet
869,Alcremie,Caramel Berry,Galar,Sword/Shield,,869-caramel-swirl-berry-sweet
869,Alcremie,Caramel Love,Galar,Sword/Shield,,869-caramel-swirl-love-sweet
869,Alcremie,Caramel Flower,Galar,Sword/Shield,,869-caramel-swirl-flower-sweet
869,Alcremie,Caramel Clover,Galar,Sword/Shield,,869-caramel-swirl-clover-sweet
869,Alcremie,Caramel Star,Galar,Sword/Shield,,869-caramel-swirl-star-sweet
869,Alcremie,Caramel Ribbon,Galar,Sword/Shield,,869-caramel-swirl-ribbon-sweet
869,Alcremie,Rainbow Strawberry,Galar,Sword/Shield,,869-rainbow-swirl-strawberry-sweet
869,Alcremie,Rainbow Berry,Galar,Sword/Shield,,869-rainbow-swirl-berry-sweet
869,Alcremie,Rainbow Love,Galar,Sword/Shield,,869-rainbow-swirl-love-sweet
869,Alcremie,Rainbow Flower,Galar,Sword/Shield,,869-rainbow-swirl-flower-sweet
869,Alcremie,Rainbow Clover,Galar,Sword/Shield,,869-rainbow-swirl-clover-sweet
869,Alcremie,Rainbow Star,Galar,Sword/Shield,,869-rainbow-swirl-star-sweet
869,Alcremie,Rainbow Ribbon,Galar,Sword/Shield,,869-rainbow-swirl-ribbon-sweet
870,Falinks,,Galar,Sword/Shield,,870
871,Pincurchin,,Galar,Sword/Shield,,871
872,Snom,,Galar,Sword/Shield,,872
873,Frosmoth,,Galar,Sword/Shield,,873
874,Stonjourner,,Galar,Sword,,874
875,Eiscue,,Galar,Shield,,875
876,Indeedee,,Galar,Sword,,876
876,Indeedee,Female,Galar,Shield,,876
877,Morpeko,,Galar,Sword/Shield,,877
878,Cufant,,Galar,Sword/Shield,,878
879,Copperajah,,Galar,Sword/Shield,,879
880,Dracozolt,,Galar,Sword/Shield,Bird and Drake,880
881,Arctozolt,,Galar,Sword/Shield,Bird and Dino,881
882,Dracovish,,Galar,Sword/Shield,Fish and Drake,882
883,Arctovish,,Galar,Sword/Shield,Fish and Dino,883
884,Duraludon,,Galar,Sword/Shield,x2 (Archaludon),884
885,Dreepy,,Galar,Sword/Shield,,885
886,Drakloak,,Galar,Sword/Shield,,886
887,Dragapult,,Galar,Sword/Shield,,887
888,Zacian,,Galar,Sword,,888
889,Zamazenta,,Galar,Shield,,889
890,Eternatus,,Galar,Sword/Shield,,890
891,Kubfu,,Galar,Sword/Shield,,891
892,Urshifu,Single,Galar,Sword/Shield,,892
892,Urshifu,Rapid,Galar,Sword/Shield,,10191
893,Zarude,,Galar,Sword/Shield,,893
893,Zarude,Dada,Galar,Sword/Shield,,10192
894,Regieleki,,Galar,Sword/Shield,,894
895,Regidrago,,Galar,Sword/Shield,,895
896,Glastrier,,Galar,Sword/Shield,,896
897,Spectrier,,Galar,Sword/Shield,,897
898,Calyrex,,Galar,Sword/Shield,,898
999,Wyrdeer,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,999
900,Kleavor,,Kanto,Red/Yellow/LG: Pikachu,,900
901,Ursaluna,,Johto,Gold/Crystal/Heart Gold/Soul Silver,,901
902,Ursaluna,Bloodmoon,Paldea,Violet,,10272
902,Basculegion,,Hisui,Legends: Arceus,,902
902,Basculegion,Female,Hisui,Legends: Arceus,,902
903,Sneasler,,Hisui,Legends: Arceus,,903
904,Overqwil,,Hisui,Legends: Arceus,,904
905,Enamorus,Therian Form,Hisui,Legends: Arceus,,10249
905,Enamorus,Incarnate Form,Hisui,Legends: Arceus,,905
906,Sprigatito,,Paldea,Scarlet/Violet,,906
907,Floragato,,Paldea,Scarlet/Violet,,907
908,Meowscarada,,Paldea,Scarlet/Violet,,908
909,Fuecoco,,Paldea,Scarlet/Violet,,909
910,Crocalor,,Paldea,Scarlet/Violet,,910
911,Skeledirge,,Paldea,Scarlet/Violet,,911
912,Quaxly,,Paldea,Scarlet/Violet,,912
913,Quaxwell,,Paldea,Scarlet/Violet,,913
914,Quaquaval,,Paldea,Scarlet/Violet,,914
915,Lechonk,,Paldea,Scarlet/Violet,,915
916,Oinkologne,,Paldea,Scarlet/Violet,,916
916,Oinkologne,Female,Paldea,Scarlet/Violet,,916
917,Tarountula,,Paldea,Scarlet/Violet,,917
918,Spidops,,Paldea,Scarlet/Violet,,918
919,Nymble,,Paldea,Scarlet/Violet,,919
920,Lokix,,Paldea,Scarlet/Violet,,920
921,Pawmi,,Paldea,Scarlet/Violet,,921
922,Pawmo,,Paldea,Scarlet/Violet,,922
923,Pawmot,,Paldea,Scarlet/Violet,,923
924,Tandemaus,,Paldea,Scarlet/Violet,,924
925,Maushold,Family of 3,Paldea,Scarlet/Violet,,10257
925,Maushold,Family of 4,Paldea,Scarlet/Violet,,925
926,Fidough,,Paldea,Scarlet/Violet,,926
927,Dachsbun,,Paldea,Scarlet/Violet,,927
928,Smoliv,,Paldea,Scarlet/Violet,,928
929,Dolliv,,Paldea,Scarlet/Violet,,929
930,Arboliva,,Paldea,Scarlet/Violet,,930
931,Squawkabilly,Green,Paldea,Scarlet/Violet,,931
931,Squawkabilly,Blue,Paldea,Scarlet/Violet,,10260
931,Squawkabilly,Yellow,Paldea,Scarlet/Violet,,10261
931,Squawkabilly,White,Paldea,Scarlet/Violet,,10262
932,Nacli,,Paldea,Scarlet/Violet,,932
933,Naclstack,,Paldea,Scarlet/Violet,,933
934,Garganacl,,Paldea,Scarlet/Violet,,934
935,Charcadet,,Paldea,Scarlet/Violet,,935
936,Armarouge,,Paldea,Scarlet,,936
937,Ceruledge,,Paldea,Violet,,937
938,Tadbulb,,Paldea,Scarlet/Violet,,938
939,Bellibolt,,Paldea,Scarlet/Violet,,939
940,Wattrel,,Paldea,Scarlet/Violet,,940
941,Kilowattrel,,Paldea,Scarlet/Violet,,941
942,Maschiff,,Paldea,Scarlet/Violet,,942
943,Mabosstiff,,Paldea,Scarlet/Violet,,943
944,Shroodle,,Paldea,Scarlet/Violet,,944
945,Grafaiai,,Paldea,Scarlet/Violet,,945
946,Bramblin,,Paldea,Scarlet/Violet,,946
947,Brambleghast,,Paldea,Scarlet/Violet,,947
948,Toedscool,,Paldea,Scarlet/Violet,,948
949,Toedscruel,,Paldea,Scarlet/Violet,,949
950,Klawf,,Paldea,Scarlet/Violet,,950
951,Capsakid,,Paldea,Scarlet/Violet,,951
952,Scovillain,,Paldea,Scarlet/Violet,,952
953,Rellor,,Paldea,Scarlet/Violet,,953
954,Rabsca,,Paldea,Scarlet/Violet,,954
955,Flittle,,Paldea,Scarlet/Violet,,955
956,Espathra,,Paldea,Scarlet/Violet,,956
957,Tinkatink,,Paldea,Scarlet/Violet,,957
958,Tinkatuff,,Paldea,Scarlet/Violet,,958
959,Tinkaton,,Paldea,Scarlet/Violet,,959
960,Wiglett,,Paldea,Scarlet/Violet,,960
961,Wugtrio,,Paldea,Scarlet/Violet,,961
962,Bombirdier,,Paldea,Scarlet/Violet,,962
963,Finizen,,Paldea,Scarlet/Violet,,963
964,Palafin,,Paldea,Scarlet/Violet,,964
965,Varoom,,Paldea,Scarlet/Violet,,965
966,Revavroom,,Paldea,Scarlet/Violet,,966
967,Cyclizar,,Paldea,Scarlet/Violet,,967
968,Orthworm,,Paldea,Scarlet/Violet,,968
969,Glimmet,,Paldea,Scarlet/Violet,,969
970,Glimmora,,Paldea,Scarlet/Violet,,970
971,Greavard,,Paldea,Scarlet/Violet,,971
972,Houndstone,,Paldea,Scarlet/Violet,,972
973,Flamigo,,Paldea,Scarlet/Violet,,973
974,Cetoddle,,Paldea,Scarlet/Violet,,974
975,Cetitan,,Paldea,Scarlet/Violet,,975
976,Veluza,,Paldea,Scarlet/Violet,,976
977,Dondozo,,Paldea,Scarlet/Violet,,977
978,Tatsugiri,Curly,Paldea,Scarlet/Violet,,978
978,Tatsugiri,Droopy,Paldea,Scarlet/Violet,,10258
978,Tatsugiri,Stretchy,Paldea,Scarlet/Violet,,10259
979,Annihilape,,Kanto,Red/Yellow/LG: Pikachu,,979
980,Clodsire,,Paldea,Scarlet/Violet,,980
981,Farigiraf,,Johto,Gold/Silver/Heart Gold/Soul Silver,,981
982,Dudunsparce,2-Segment,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,982
982,Dudunsparce,3-Segment,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,10255
983,Kingambit,,Unova,Black/White/Black 2/White 2,,983
984,Great Tusk,,Paldea,Scarlet,,984
985,Scream Tail,,Paldea,Scarlet,,985
986,Brute Bonnet,,Paldea,Scarlet,,986
987,Flutter Mane,,Paldea,Scarlet,,987
988,Slither Wing,,Paldea,Scarlet,,988
989,Sandy Shocks,,Paldea,Scarlet,,989
990,Iron Treads,,Paldea,Violet,,990
991,Iron Bundle,,Paldea,Violet,,991
992,Iron Hands,,Paldea,Violet,,992
993,Iron Jugulis,,Paldea,Violet,,993
994,Iron Moth,,Paldea,Violet,,994
995,Iron Thorns,,Paldea,Violet,,995
996,Frigibax,,Paldea,Scarlet/Violet,,996
997,Arctibax,,Paldea,Scarlet/Violet,,997
998,Baxcalibur,,Paldea,Scarlet/Violet,,998
999,Gimmighoul,Box Form,Paldea,Scarlet/Violet,,999
999,Gimmighoul,Roaming Form,Go,Go,,10263
1000,Gholdengo,,Paldea,Scarlet/Violet,,1000
1001,Wo-Chien,,Paldea,Scarlet/Violet,,1001
1002,Chien-Pao,,Paldea,Scarlet/Violet,,1002
1003,Ting-Lu,,Paldea,Scarlet/Violet,,1003
1004,Chi-Yu,,Paldea,Scarlet/Violet,,1004
1005,Roaring Moon,,Paldea,Scarlet,,1005
1006,Iron Valiant,,Paldea,Violet,,1006
1007,Koraidon,,Paldea,Scarlet,,1007
1008,Miraidon,,Paldea,Violet,,1008
1009,Walking Wake,,Paldea,Scarlet,,1009
1010,Iron Leaves,,Paldea,Violet,,1010
1011,Dipplin,,Galar,Sword/Shield,,1011
1012,Poltchageist,Phony,Paldea,Scarlet/Violet,,1012
1012,Poltchageist,Antique,Paldea,Scarlet/Violet,,1012
1013,Sinistcha,Phony,Paldea,Scarlet/Violet,,1013
1013,Sinistcha,Antique,Paldea,Scarlet/Violet,,1013
1014,Okidogi,,Paldea,Scarlet/Violet,,1014
1015,Munkidori,,Paldea,Scarlet/Violet,,1015
1016,Fezandipiti,,Paldea,Scarlet/Violet,,1016
1017,Ogerpon,,Paldea,Scarlet/Violet,,1017
1018,Archaludon,,Galar,Sword/Shield,,1018
1019,Hydrapple,,Galar,Sword/Shield,,1019
1020,Gouging Fire,,Paldea,Scarlet,,1020
1021,Raging Bolt,,Paldea,Scarlet,,1021
1022,Iron Boulder,,Paldea,Violet,,1022
1023,Iron Crown,,Paldea,Violet,,1023
1024,Terapagos,,Paldea,Scarlet/Violet,,1024
1025,Pecharunt,,Paldea,Scarlet/Violet,,1025
